"requests/s","ProcessTime","QueueTime","SendTime"
"1403.791375","0.002139083","0.001335083","8.74E-5"
"1327.219608","0.002805083","0.00267325","0.0001045"
"1397.510443","0.0020435","0.000179167","0.000101"
"1352.368063","0.002033083","0.000116917","9.27E-5"
"1353.376321","0.002163167","0.0001275","0.000113833"
"1332.243939","0.0026615","0.0007145","0.000142333"
"1399.944148","0.002039083","0.000128","9.38E-5"
"1333.598867","0.002028833","0.00012275","8.68E-5"
"1377.769966","0.00190125","0.000115667","7.88E-5"
"1383.650261","0.0024255","0.000410667","0.00012025"
"1381.043559","0.002585083","0.000345","0.000131083"
"1442.985976","0.002517333","0.002164083","0.000101583"
"1363.943641","0.002405","0.00116775","9.45E-5"
"1372.687243","0.002393667","0.00224075","8.82E-5"
"1410.97832","0.002189667","0.000362083","9.55E-5"
"1410.358839","0.001956","0.000103083","8.28E-5"
"1404.626649","0.001953417","0.00011","8.125E-5"
"1412.196094","0.00191075","0.000100833","9.02E-5"
"1442.143949","0.002124083","0.00020875","0.00010825"
"1479.330068","0.0024845","0.001682417","0.000122"
"1375.544617","0.002130167","0.000192583","0.000104667"
"1442.307668","0.00226125","0.0001465","8.175E-5"
"1423.158004","0.002401833","0.00101175","0.0001135"
"1337.808673","0.002363917","0.002351333","0.0001295"
"1386.595426","0.002321083","0.002282917","8.91E-5"
"1402.715793","0.002119583","0.001055","8.46E-5"
"1376.927732","0.002003583","0.000110167","9.16E-5"
"1381.773124","0.002159167","0.000115417","0.0001005"
"1416.402952","0.002092583","0.000328583","0.000119083"
"1365.1268","0.0021395","0.000358583","8.02E-5"
"1407.059612","0.00201475","0.0001325","0.000134083"
"1326.238627","0.002039333","0.000131917","8.9E-5"
"1338.157963","0.00221075","0.00039","9.17E-5"
"1322.092094","0.00196725","9.73E-5","9.26E-5"
"1337.784546","0.00207775","0.000198917","7.83E-5"
"1238.922013","0.00219975","0.00012075","0.000102667"
"1465.93664","0.001977167","0.000122417","0.0001025"
"1357.883473","0.002673333","0.002914583","0.0001155"
"1352.417212","0.002120917","0.0002365","9.64E-5"
"1374.173955","0.002245667","0.000151","9.075E-5"
"1276.415002","0.002144417","0.000311333","0.000110917"
"1287.52712","0.0024395","0.00456075","0.00011225"
"1357.164164","0.002164417","0.000145667","1.00E-4"
"1285.461017","0.002084083","0.000128417","8.18E-5"
"1365.829202","0.0025435","0.000595","0.000110917"
"1321.59501","0.002087333","0.000180417","6.63E-5"
"1284.067199","0.002536917","0.005141417","9.93E-5"
"1247.51822","0.002178917","0.000109417","0.000124833"
"1286.646209","0.001954833","0.0001565","9.66E-5"
"1351.084871","0.001850917","0.000152583","9.39E-5"
"1305.86025","0.002089917","0.000124","9.86E-5"
"1355.105903","0.00228","0.000187","0.000110333"
"1328.248243","0.00182925","0.000107583","8.57E-5"
"1286.894793","0.002192583","0.000753917","0.000108917"
"1386.372685","0.002155917","0.000141083","0.000100917"
"1301.958615","0.0021","0.000147083","9.625E-5"
"1315.096884","0.002061333","0.000137917","7.72E-5"
"1360.701646","0.002044667","0.000147167","0.000101583"
"1342.896976","0.002144833","0.000125167","9.32E-5"
"1362.9122","0.002225917","0.00022525","0.000104667"
"1335.839144","0.002346083","0.000124333","0.000109667"
"1351.445381","0.00248375","0.003953","0.000105583"
"1358.569288","0.0024095","0.00079575","0.000104667"
"1391.417634","0.001912","0.000120917","8.225E-5"
"1240.766267","0.002036833","0.000105583","8.71E-5"
"1259.587353","0.002355583","0.000872","8.31E-5"
"1315.765881","0.00247025","0.0006265","0.00014925"
"1362.517612","0.001904417","0.00010975","0.000119917"
"1271.49921","0.002049333","0.000174583","7.17E-5"
"1258.040777","0.002580667","0.00622625","8.35E-5"
"1325.240491","0.002577917","0.0038765","0.000118917"
"1223.636108","0.00195525","0.000126583","9.87E-5"
"1306.695509","0.002126","0.00051525","7.05E-5"
"1256.239847","0.002314333","0.001190917","9.32E-5"
"1288.552297","0.002137","0.000102583","8.525E-5"
"1252.391848","0.002129","0.000323917","0.000108"
"1255.12328","0.002199833","0.00097125","9.89E-5"
"1220.448151","0.002155917","0.000112583","0.000110917"
"1193.314107","0.002207333","0.000181","0.000124583"
"1214.502788","0.002038833","0.000125","9.15E-5"
"1167.399133","0.003321","0.003763417","0.000141167"
"1200.985404","0.0026355","0.001246167","0.000124917"
"1254.813272","0.0025885","0.001636083","0.000102583"
"1154.477381","0.002089333","0.000111167","0.000121167"
"1257.929331","0.00236475","0.002146","0.0001125"
"1205.428649","0.002197333","0.000361667","9.61E-5"
"1266.110779","0.002124417","0.000126333","0.000104333"
"1179.900252","0.00198575","0.00010675","7.475E-5"
"1185.89479","0.002611833","0.000885667","0.000105083"
"1137.285198","0.002521083","0.000348333","0.000104833"
"1143.640233","0.002682167","0.001944333","0.000124"
"1123.20622","0.002825083","0.001462667","0.00011775"
"1204.689283","0.0027365","0.000952833","0.000117583"
"1155.708895","0.002097","8.85E-5","9.1E-5"
"1170.058513","0.002137333","0.000119","8.49E-5"
"1108.535603","0.002117917","8.98E-5","8.09E-5"
"1109.859212","0.002203417","9.6E-5","0.00010975"
"1173.382635","0.002152917","0.000295","7.89E-5"
"1172.281957","0.003170917","0.003080167","0.00012225"
"1139.980421","0.002762","0.0003915","0.000114417"
"1137.874228","0.002242917","0.000128167","9.69E-5"
"1177.284687","0.002213167","0.000101667","0.0001005"
"1133.945521","0.002149917","0.000371833","8.45E-5"
"1129.349451","0.001917833","0.000153667","8.88E-5"
"1179.95835","0.0023765","0.000372583","0.000100917"
"1109.549072","0.002596083","0.002323167","0.000109"
"1187.829252","0.002323167","0.00063825","0.000106"
"1197.542468","0.002176917","0.000209583","7.85E-5"
"1168.050092","0.00212575","0.000677833","8.21E-5"
"1197.369943","0.0021305","0.000389833","8.02E-5"
"1151.178567","0.002363583","0.000486","0.00012175"
"1123.977063","0.002937917","0.000754167","0.00017825"
"1116.742405","0.003223917","0.00654025","0.00013425"
"1225.278908","0.002508167","0.000666417","9.45E-5"
"1135.750963","0.00202125","0.0001435","9.13E-5"
"1151.514078","0.002139667","0.000116417","0.000102583"
"1130.442842","0.002067417","0.001023","5.825E-5"
"1132.099572","0.001945","0.000112","9.92E-5"
"1161.684907","0.001948667","0.0001035","0.000135"
"1097.816961","0.002295583","0.000244083","7.66E-5"
"1098.15427","0.002647083","0.001021417","7.22E-5"
"1088.010049","0.003074917","0.006060167","0.000127667"
"1062.824999","0.002489","0.000430333","6.62E-5"
"1064.387463","0.002681417","0.00202275","4.67E-5"
"1103.635625","0.002024083","0.000118667","0.000103917"
"1045.087136","0.001989833","0.00010425","0.000145417"
"1067.443353","0.002822667","0.003466667","0.000133667"
"1126.343556","0.002406667","0.001462","0.000131333"
"1132.283897","0.002216417","0.000152917","8.3E-5"
"1048.558671","0.00276375","0.003613167","7.14E-5"
"1075.549122","0.002445333","0.002536917","7.54E-5"
"1067.780432","0.001980083","0.000127667","3.39E-5"
"1111.7091","0.002267667","0.000133083","3.65E-5"
"1094.858144","0.00203275","0.000138167","4.52E-5"
"1052.072922","0.002369333","0.000151583","7.85E-5"
"1072.415548","0.002394167","0.001856917","0.000105417"
"1124.725047","0.002070917","0.000604","9.79E-5"
"1082.17824","0.00239225","0.0002475","0.000117917"
"1188.204021","0.002151583","0.00083275","9.31E-5"
"1116.821793","0.001986583","0.000133167","5.29E-5"
"1089.734239","0.002112417","0.000644833","0.000128167"
"1210.651479","0.002114167","0.000554083","0.0001285"
"1140.910196","0.002200583","0.00015425","0.000141333"
"1235.700294","0.001950583","0.000168","0.000120833"
"1186.044365","0.00206725","0.000172333","0.000106083"
"1227.29958","0.0019175","0.000114167","0.000101333"
"1132.502421","0.00193225","0.000115917","6.62E-5"
"1116.295853","0.00195475","0.000144417","0.000122"
"1136.658271","0.00243775","0.001135083","0.000118833"
"1189.660924","0.00243975","0.000245917","9.88E-5"
"1229.444453","0.002161583","0.00013175","0.000103583"
"1127.999334","0.002153417","0.000144167","0.0001095"
"1166.062858","0.002048583","0.000125583","8.51E-5"
"1042.973127","0.002190333","0.000123667","0.000114083"
"1143.755785","0.00194575","0.000311667","8.16E-5"
"1161.157484","0.002049083","0.000137583","9.89E-5"
"1210.071199","0.00212","0.000127833","7.69E-5"
"1180.198843","0.00206975","0.0001205","9.12E-5"
"1131.789392","0.00205925","0.000122583","7.425E-5"
"1185.840563","0.00185025","0.000166167","7.16E-5"
"1198.650162","0.002179917","0.000115417","7.875E-5"
"1207.298587","0.002085","0.000112","0.00010425"
"1228.464826","0.00211775","0.000127667","6.98E-5"
"1244.917806","0.00203175","0.000134833","0.000105417"
"1213.219831","0.0021185","0.0001285","7.975E-5"
"1242.378486","0.002097333","0.00011975","0.00013625"
"1149.914873","0.002011083","0.000123083","0.000102667"
"1232.559873","0.002097","0.000129417","0.000122417"
"1218.271415","0.002023583","0.000106667","9.39E-5"
"1267.685675","0.00203475","0.000120417","6.75E-5"
"1299.552613","0.002001083","0.00012825","7.37E-5"
"1241.830825","0.001949083","0.000221167","7.59E-5"
"1284.483497","0.001965333","0.000125","7.69E-5"
"1250.736107","0.001920167","0.000124583","0.000103583"
"1192.027897","0.002084","0.000115333","8.575E-5"
"1173.396657","0.002206","0.000448917","9.575E-5"
"1270.673392","0.00198825","0.00012825","8.225E-5"
"1191.570335","0.001947","0.000111","9.77E-5"
"1237.768085","0.002233583","0.000267833","8.6E-5"
"1220.45368","0.002115083","0.000109583","7.02E-5"
"1226.115948","0.0020035","0.000132667","7.95E-5"
"1272.241031","0.002148083","0.000146833","8.28E-5"
"1252.533837","0.002163583","0.000120417","9.41E-5"
"1327.145014","0.00188525","0.000308333","9.94E-5"
"1249.946019","0.002073333","0.000124333","8.03E-5"
"1259.865027","0.001964667","0.000236417","8.49E-5"
"1268.761395","0.0023835","0.00038525","9.72E-5"
"1328.397246","0.002813917","0.000407583","0.000117167"
"1379.991488","0.0023025","0.000160667","0.0001195"
"1356.366965","0.002326333","0.000196583","0.000110833"
"1359.594289","0.00228475","0.000174417","0.000111083"
"1379.975491","0.002309417","0.000154","0.000116917"
"1416.086926","0.002883167","0.000972917","0.000131333"
"1377.136989","0.002761917","0.003964167","0.000131667"
"1429.073332","0.002515667","0.001390833","0.000148583"
"1301.102306","0.002574833","0.000242583","0.000114"
"1374.168049","0.002518083","0.002392167","0.000120167"
"1333.209303","0.00216225","0.000140833","0.000112583"
"1393.808837","0.00219325","0.00014625","9.93E-5"
"1418.209555","0.0020685","0.000127167","7.91E-5"
"1424.681002","0.00231125","0.001776","0.000118833"
"1432.383319","0.001966833","0.000121333","0.000101833"
"1462.443767","0.002147583","0.000125167","0.00010175"
"1473.043617","0.002080667","0.000133583","9.47E-5"
"1476.501572","0.00226475","0.000286333","8.67E-5"
"1492.659656","0.00198825","0.0001475","0.00010775"
"1486.941588","0.002140583","0.000155083","0.000107"
"1494.183504","0.002181333","0.0001905","0.0001095"
"1581.421214","0.002359583","0.000219333","9.99E-5"
"1446.198272","0.0021675","0.000150917","0.00010775"
"1476.16206","0.002134","0.000159833","9.76E-5"
"1540.373975","0.002073667","0.000185917","0.000124583"
"1492.674833","0.002307667","0.000447917","0.000107333"
"1534.072338","0.002154083","0.00015225","7.75E-5"
"1504.14541","0.002147917","0.000416583","0.000124917"
"1462.328792","0.001894833","0.000127083","8.71E-5"
"1436.240398","0.002466167","0.000834","0.00010875"
"1520.988265","0.002143","0.00030175","0.000137583"
"1653.133528","0.002575833","0.00377025","0.00013025"
"1620.612041","0.00230775","0.000389333","0.000108333"
"1526.913621","0.00201275","0.000149167","7.53E-5"
"1554.752897","0.002359333","0.00025175","0.000129"
"1550.666678","0.002415417","0.000171667","0.000123167"
"1558.433925","0.002117667","0.000369333","9.85E-5"
"1596.568932","0.002158667","0.00025425","0.000118417"
"1685.59815","0.002115333","0.000189167","0.00012075"
"1635.071649","0.00223225","0.000181583","0.000134833"
"1614.628336","0.002609083","0.001694167","0.0001545"
"1622.454493","0.003072917","0.001992833","0.000154833"
"1604.640125","0.002811583","0.000726","0.000162833"
"1583.92832","0.002239833","0.000470667","0.000118583"
"1580.850698","0.002420667","0.000211333","0.0001335"
"1828.285379","0.002079083","0.000138083","9.03E-5"
"1696.110168","0.001995583","0.000164667","0.000120083"
"1682.024242","0.002041417","0.00018825","8.37E-5"
"1619.279803","0.00205925","0.000213417","0.000101083"
"1662.414355","0.002270167","0.00020225","0.00029425"
"1638.374619","0.002225083","0.000160917","9.13E-5"
"1689.410266","0.002603667","0.000285667","0.00012525"
"1684.590678","0.002555","0.001369417","0.000131583"
"1616.760665","0.002158833","0.00018325","0.000120333"
"1799.461495","0.002451833","0.000325917","0.000121917"
"1665.142237","0.002418583","0.000457167","0.000139333"
"1624.929096","0.002987083","0.000698333","0.000198833"
"1730.908034","0.0030875","0.00214325","0.00012375"
"1713.296671","0.00277875","0.000959667","0.00014975"
"1893.664124","0.003054917","0.00254525","0.00017325"
"1899.142659","0.002428083","0.000871417","0.000116333"
"1883.304192","0.002882167","0.003711333","0.000153583"
"1807.771384","0.002271667","0.000198167","0.000151333"
"1721.32072","0.002063083","0.000155833","0.000106833"
"1792.756692","0.002124583","0.000193833","8.975E-5"
"1812.558562","0.0021865","0.00024025","0.00011"
"1766.913213","0.002292583","0.000311083","0.000142917"
"1822.923528","0.002071417","0.000215833","0.000108583"
"1813.88158","0.002418167","0.000554167","0.000138667"
"1833.636511","0.003170917","0.002508","0.0002025"
"1877.670306","0.002426917","0.000257917","0.00015025"
"1896.728041","0.002407","0.000276","0.000131167"
"1884.782342","0.003290583","0.0016025","0.000173167"
"1866.945999","0.003116167","0.001283083","0.000201917"
"1836.061801","0.003496167","0.006558833","0.000152417"
"1873.068484","0.002959583","0.000589333","0.00016"
"1843.308232","0.00280825","0.00078325","0.000178167"
"1902.112913","0.003075333","0.003317167","0.00013225"
"1936.551646","0.0033205","0.003473833","0.000133167"
"1904.239345","0.002883417","0.001727667","0.000155083"
"1906.06167","0.002435167","0.000319583","0.000132583"
"1920.476927","0.002320667","0.000690667","0.000133333"
"1884.982311","0.0025315","0.000634167","0.0001695"
"1955.865341","0.002274667","0.000207083","0.000141417"
"1878.3648","0.0032325","0.002342417","0.000145917"
"1964.992913","0.002960417","0.0027625","0.00014075"
"1942.079085","0.002398417","0.00024425","0.00014225"
"1884.150455","0.002701","0.002401917","0.000127417"
"1881.655649","0.0028175","0.00209075","0.000124917"
"1886.82358","0.002609833","0.000414083","0.000129917"
"1940.457209","0.002718083","0.0013935","0.000128833"
"1990.985549","0.002605833","0.000959167","0.000144417"
"2000.615089","0.002801833","0.001884083","0.000133583"
"2075.101871","0.002542083","0.001068833","0.000173"
"2041.07201","0.002721","0.002159083","0.00016675"
"1918.532205","0.002728","0.000649083","0.0001605"
"1903.389595","0.003021417","0.002437","0.000154583"
"1964.047852","0.00277775","0.001436417","0.000164"
"1936.50349","0.003008333","0.002229083","0.0001585"
"1966.47739","0.00307475","0.0021485","0.000162667"
"2039.825836","0.003175333","0.002447583","0.000169583"
"1977.792847","0.002993333","0.001256083","0.000153417"
"1970.157028","0.003067917","0.001395","0.000142333"
"1986.549459","0.002820083","0.00079675","0.000168"
"1859.300294","0.00291125","0.00633325","0.000157333"
"1906.966813","0.002291667","0.00017525","0.000226667"
"1895.127949","0.002373083","0.00078075","0.000134833"
"1871.546892","0.002246667","0.000169917","0.000158667"
"1871.155912","0.002099333","0.0002945","0.000146917"
"1904.380296","0.002478167","0.000547417","0.0001645"
"1846.234461","0.003199667","0.007612167","0.000140667"
"1961.596428","0.00263075","0.000485833","0.000128667"
"1856.638232","0.002662667","0.000617333","0.000165333"
"1893.819864","0.002170667","0.00023875","0.00012475"
"1851.283293","0.0021815","0.0002055","0.000152083"
"1863.371134","0.002293","0.0001805","0.000167083"
"1890.347485","0.002088667","0.000404","0.000158833"
"1870.300813","0.002135583","0.000141667","0.00010125"
"1836.836763","0.002152167","0.000382167","9.93E-5"
"1838.469889","0.00224225","0.000265417","0.000123667"
"1960.942523","0.002158917","0.000193833","0.000116"
"1961.875527","0.00293525","0.005309917","0.000181083"
"1976.639489","0.002142167","0.00024225","0.000123"
"1904.84171","0.00254225","0.00059275","0.0001235"
"2009.153712","0.003238917","0.00220775","0.000136167"
"1955.737894","0.002857417","0.0005385","0.000147083"
"1957.857122","0.003279083","0.005324083","0.00015675"
"1974.025356","0.002814667","0.00115025","0.000127583"
"1907.50401","0.002946167","0.00127075","0.000125583"
"1934.582917","0.002847","0.00163475","0.000165083"
"1939.663343","0.002798","0.000592167","0.000166083"
"1921.558075","0.002853833","0.000928583","0.00014875"
"1926.884248","0.00299775","0.001000333","0.000188167"
"1963.115585","0.00337725","0.003804167","0.000187167"
"2031.043312","0.002974917","0.002326833","0.000156"
"1997.959884","0.002824167","0.000727833","0.00018375"
"1976.8376","0.002922917","0.00210025","0.000195667"
"1967.434818","0.003031167","0.000566583","0.000238667"
"2006.951216","0.00287475","0.001411417","0.000154083"
"2002.876437","0.003207333","0.001650917","0.000173583"
"1895.67954","0.002994417","0.000623","0.00017125"
"1972.201393","0.003055167","0.002389333","0.000195667"
"1960.968751","0.002771917","0.000421917","0.000171833"
"1933.351756","0.002726","0.0003975","0.00014"
"1936.995608","0.002855333","0.00081275","0.000152583"
"1943.727232","0.002817333","0.001147","0.000135"
"1949.100939","0.002988333","0.000938083","0.000169917"
"1892.999814","0.00310525","0.00297625","0.0001505"
"1885.413505","0.002775333","0.000339167","0.000153"
"2010.636118","0.003096167","0.00259175","0.000209083"
"2023.389209","0.003019917","0.001636917","0.000162083"
"2086.059488","0.00307575","0.002038833","0.00017225"
"2057.290866","0.003118417","0.000965917","0.000177667"
"2065.934702","0.003155167","0.002145333","0.00016475"
"2046.926825","0.002401917","0.000369583","0.000181333"
"2052.531094","0.002422667","0.0002765","0.0001605"
"2037.139226","0.002993","0.001731667","0.000197917"
"2005.727107","0.003230917","0.001443417","0.000248167"
"1979.686523","0.003182","0.001016417","0.000179583"
"1993.085467","0.002853583","0.001523833","0.000166917"
"2164.088569","0.003006583","0.002030833","0.000235167"
"2123.839311","0.003220833","0.0019545","0.000170833"
"2137.739998","0.00313475","0.002589583","0.000131083"
"1990.393774","0.002928583","0.000419333","0.000169667"
"1979.794126","0.003195083","0.007624667","0.000208"
"2034.065908","0.002720333","0.003272917","0.000158667"
"2047.613987","0.002245917","0.000169583","0.00011725"
"2028.67546","0.002441333","0.000604167","0.000143917"
"2036.356565","0.002608083","0.002072917","0.00013725"
"2108.326171","0.00222675","0.000148083","9.11E-5"
"2043.366125","0.002281","0.000295083","0.000108833"
"2005.208218","0.002364167","0.000702917","0.000140667"
"2048.703079","0.002307583","0.000407167","0.000129167"
"2014.729868","0.0027795","0.0040595","0.0001075"
"2077.600429","0.002764167","0.002046417","0.000129083"
"2074.631719","0.002413833","0.000502","0.000108667"
"2148.007206","0.002646417","0.001002083","0.00016"
"2124.919123","0.003513667","0.006834417","0.00021775"
"2043.432174","0.0030245","0.003488417","0.00014175"
"2060.144445","0.003453","0.002196083","0.000147917"
"2069.125025","0.003315917","0.00310875","0.000149333"
"2019.557598","0.003128167","0.00217275","0.000169833"
"2151.767457","0.00338525","0.006414583","0.00017025"
"2109.195528","0.002897333","0.001091","0.000170667"
"2090.774183","0.003144083","0.003407","0.000157917"
"2101.58582","0.003001417","0.001824333","0.000157833"
"2114.894048","0.003009","0.001873167","0.000238583"
"2168.22603","0.003086833","0.003755583","0.000137667"
"2206.114084","0.002883917","0.00066875","0.000124833"
"2140.284611","0.003287667","0.007757583","0.00014475"
"2191.836998","0.003385583","0.006707583","0.000179833"
"2124.287259","0.0033645","0.008165167","0.000144167"
"2199.974698","0.00316875","0.00401475","0.000143"
"2182.509781","0.003158417","0.003442917","0.000137167"
"2118.234533","0.002957417","0.002307333","0.000155667"
"2131.054908","0.003175667","0.007265083","0.000158083"
"2112.897297","0.003211833","0.005601333","0.00012025"
"2005.93647","0.003282833","0.00816575","0.000160417"
"2133.865287","0.003091583","0.00438325","0.000127417"
"2156.403925","0.0031285","0.003335917","0.000136"
"2196.797354","0.003399083","0.00465025","0.000107333"
"2217.389266","0.00313575","0.003177667","0.0001105"
"2143.654775","0.0034715","0.006985917","0.0001535"
"2136.955834","0.003037167","0.00150875","0.000135417"
"2122.279229","0.003108333","0.001866833","0.0001345"
"2227.751354","0.003216417","0.00596275","0.000162417"
"2253.091937","0.003443833","0.009728083","0.000157917"
"2219.4316","0.003539917","0.007960917","0.000156083"
"2201.137805","0.003609417","0.008318583","0.000163167"
"2148.064907","0.003729917","0.01252375","0.000113167"
"2220.856807","0.003624333","0.010010833","0.00014075"
"2181.890873","0.003527083","0.01110675","0.000116667"
"2162.201746","0.003356083","0.006160333","0.0001185"
"2275.192054","0.002705917","0.001806833","0.00013225"
"2209.927968","0.003614667","0.010410833","0.00016175"
"2187.985882","0.003322167","0.0038505","0.00014375"
"2210.846907","0.004204083","0.020948833","5.425E-5"
"2324.124021","0.003918417","0.013546333","6.45E-5"
"2322.090785","0.003140917","0.00511325","0.000105333"
"2288.504984","0.003265333","0.008464833","0.00018825"
"2255.932312","0.003285083","0.00759275","0.000147167"
"2274.143741","0.003339917","0.007571667","0.000135083"
"2355.243791","0.003294333","0.004956583","0.000200917"
"2325.870862","0.003491417","0.007797167","0.000199833"
"2248.188263","0.00360075","0.0117655","0.000139667"
"2296.26377","0.004366917","0.018680667","0.000119167"
"2229.455795","0.00371225","0.009090917","0.00013425"
"2297.16859","0.003787167","0.011146833","0.000112083"
"2271.053314","0.00369775","0.014247167","0.00012475"
"2242.217196","0.004229583","0.01722425","0.000165"
"2161.413438","0.00458125","0.027296583","0.000136667"
"2233.539089","0.004134083","0.018054167","0.000168667"
"2263.252371","0.00370375","0.009223583","0.000144417"
"2154.83941","0.003472667","0.0072235","0.000175833"
"2188.505223","0.00326825","0.004768417","0.000133"
"2212.599771","0.0034645","0.006270083","0.000158667"
"2277.093399","0.003854167","0.014066417","0.000131167"
"2256.51604","0.003282417","0.0043605","0.00015675"
"2240.950651","0.003276917","0.002847083","0.000145917"
"2234.369436","0.004360167","0.024836667","0.000128333"
"2231.506297","0.003691167","0.011464417","0.000134917"
"2294.640105","0.003587667","0.010689583","0.0001225"
"2386.06861","0.003654","0.01018325","0.000138833"
"2278.161979","0.00328075","0.006532917","0.000105833"
"2279.534758","0.003553083","0.008435667","0.00017375"
"2175.357983","0.00416775","0.022385167","0.000139417"
"2337.98532","0.003624667","0.011809833","0.00012675"
"2400.726468","0.00370825","0.012214","0.000153583"
"2298.528308","0.003562333","0.00853975","0.000162667"
"2314.676277","0.003742167","0.01371775","0.000173"
"2353.066213","0.003780667","0.013872917","0.00015575"
"2315.250202","0.003876083","0.01298325","0.000141"
"2305.652957","0.003734083","0.009492917","0.000151"
"2427.184158","0.003695917","0.008456083","0.000167167"
"2307.374721","0.003862667","0.014290167","0.000155417"
"2412.779673","0.0036685","0.011697583","0.000165083"
"2271.980654","0.004058833","0.017408167","0.0001675"
"2310.98161","0.0039005","0.013733167","0.000136"
"2315.408339","0.003548167","0.009277333","0.000172"
"2256.289834","0.00457175","0.025058083","0.000137083"
"2350.674312","0.003709083","0.011764667","0.000158167"
"2309.527668","0.00379125","0.01346875","0.000151833"
"2353.122485","0.004050667","0.012732333","0.000143583"
"2248.06248","0.003606417","0.0120625","0.000135417"
"2307.691535","0.00375075","0.011713667","0.000162167"
"2313.004292","0.00376825","0.011598917","0.000134083"
"2298.06554","0.00381875","0.012410583","0.000150167"
"2389.568803","0.00415025","0.015191583","0.000182833"
"2298.211001","0.00384225","0.01530225","0.00010275"
"2171.761884","0.004539","0.026117417","0.00013375"
"2264.937271","0.004742333","0.0271125","0.000153333"
"2304.549723","0.0038475","0.015745417","0.000129583"
"2282.853605","0.003732167","0.01096275","0.000130583"
"2333.824727","0.00504375","0.030151417","0.00013225"
"2313.683619","0.00429225","0.021419167","0.000138667"
"2320.075425","0.004670083","0.028824583","0.000128417"
"2384.648916","0.003993917","0.01387225","0.00014375"
"2417.264336","0.004095417","0.015476417","0.000116083"
"2371.05952","0.003904417","0.012513833","0.000148417"
"2327.69321","0.003919833","0.015643333","0.000129667"
"2300.855035","0.003491","0.0103945","0.000146417"
"2481.36866","0.003849417","0.012336667","0.000147583"
"2450.242957","0.004057583","0.015157667","0.000140417"
"2332.998658","0.00410925","0.016820083","0.000159333"
"2384.870489","0.004044167","0.0164335","0.000150583"
"2454.941356","0.002781833","0.004651667","0.000118"
"2385.062032","0.00216125","0.000224083","0.000116333"
"2476.222434","0.002209333","0.000352833","0.000126667"
"2546.234598","0.00246125","0.0047535","0.0001155"
"2495.671789","0.002866417","0.009095","0.00010675"
"2401.706961","0.0038435","0.017476333","0.000120833"
"2394.798499","0.003549167","0.008488833","0.000111583"
"2329.562267","0.004029333","0.01926875","0.000111833"
"2331.286201","0.004217417","0.020349167","0.000126833"
"2358.850283","0.004101083","0.014550417","0.000116917"
